provider_id,name,name_conf,name_tag,address,address_conf,address_tag,phone,phone_conf,phone_tag,specialty,specialty_conf,specialty_tag,npi,npi_conf,npi_tag,provider_confidence,address_state,address_zip,address_city,phone_formatted,npi_valid,npi_checksum_passed,specialty_group,years_experience,inferred_degree,mci_registration_number,state_council_registration,registration_year,license_status,renewal_due_date,last_verified_date,career_stage,geo_region,timezone,enrichment_score,primary_specialty,inferred_medical_school,graduation_year,expiration_date,state
PRV_058,Mr. Christopher Hill Jr.,1.0,confirmed,USS WILLIAMS FPO AP 84502,0.98,confirmed,(112)144-0657,0.69,suspect,cardiology,1.0,confirmed,14282693902,0.95,confirmed,0.924,,84502,,+11121440657,False,False,Surgical,10,MBBS,MCI-96532,TNMC-12345,2014,Active,2029-12-31,2024-09-14,Mid,Unknown,Unknown,52,,Mayo Clinic Alix School of Medicine,2015,01-21-2027,Unknown
PRV_059,David Silva,1.0,confirmed,"038 GARCIA FORDS APT. 083 NEW ASHLEETON, MO 26422",0.84,updated,001-426-823-6035x1340,0.69,suspect,neurology,1.0,confirmed,14939339977,0.95,confirmed,0.8959999999999999,MO,26422,038 GARCIA FORDS APT. 083 NEW ASHLEETON,,False,False,Surgical,19,MBBS,MCI-53035,TNMC-53737,2003,Active,2028-12-31,2024-07-25,Senior,Midwest,Central,65,,"University of California, San Francisco School of Medicine",2006,07-26-2028,MO
PRV_060,Erika Clark,1.0,confirmed,"35083 MARIAH TRAIL WILKINSONMOUTH, ND 64853",0.86,updated,437.244.2093x712,0.655,suspect,pediatrics,1.0,confirmed,15684003010,0.95,confirmed,0.893,ND,35083,35083 MARIAH TRAIL WILKINSONMOUTH,,False,False,Primary Care,21,MBBS,MCI-21455,TNMC-38529,2004,Active,2029-12-31,2025-05-11,Senior,Midwest,Central,65,,Harvard Medical School,2004,02-13-2026,ND
PRV_061,Eric Gilbert,1.0,confirmed,"78257 LEWIS CAMP AMYBERG, UT 38087",0.91,confirmed,(286)000-5290x391,0.64,suspect,dermatology,1.0,confirmed,17788869683,0.95,confirmed,0.9,UT,78257,78257 LEWIS CAMP AMYBERG,,False,False,Specialized,14,MBBS,MCI-33017,TNMC-92294,2009,Active,2029-12-31,2024-02-05,Mid,West,Mountain,65,,Stanford University School of Medicine,2011,10-12-2028,UT
PRV_062,Eric Solis,1.0,confirmed,"4636 HEATHER FORGE JAMESSHIRE, WA 48813",0.87,updated,(858)858-8052,0.665,suspect,emergency,1.0,confirmed,18491549962,0.95,confirmed,0.897,WA,48813,4636 HEATHER FORGE JAMESSHIRE,+18588588052,False,False,Specialized,29,MBBS,MCI-20035,TNMC-82035,1996,Active,2026-12-31,2024-12-20,Senior,West,Pacific,75,,Stanford University School of Medicine,1996,02-11-2026,WA
PRV_063,Alec Finley,1.0,confirmed,"12601 MICHELE PLAZA APT. 137 PORT LAURAMOUTH, SC 00698",0.81,updated,001-264-040-3181x0063,0.69,suspect,orthopedics,1.0,confirmed,18995506831,0.95,confirmed,0.89,SC,12601,12601 MICHELE PLAZA APT. 137 PORT LAURAMOUTH,,False,False,Surgical,26,MBBS,MCI-74687,TNMC-21434,1998,Active,2028-12-31,2025-11-11,Senior,South,Eastern,65,,Stanford University School of Medicine,1999,01-31-2028,SC
PRV_064,Kelly Gardner,1.0,confirmed,"9910 ANDREA BRIDGE BOWMANSTAD, NE 88700",0.94,confirmed,613.795.9471x243,0.635,suspect,neurology,1.0,confirmed,18421977096,0.95,confirmed,0.905,NE,88700,9910 ANDREA BRIDGE BOWMANSTAD,,False,False,Surgical,32,MBBS,MCI-45979,TNMC-27989,1991,Active,2026-12-31,2024-07-14,Senior,Midwest,Central,65,,Harvard Medical School,1993,03-13-2027,NE
PRV_065,John Scott,1.0,confirmed,"43144 KELLEY VILLAGES LAKE DYLANSHIRE, MO 53817",0.86,updated,161-328-0448x85033,0.615,suspect,oncology,1.0,confirmed,14950089340,0.95,confirmed,0.885,MO,43144,43144 KELLEY VILLAGES LAKE DYLANSHIRE,,False,False,Specialized,27,MBBS,MCI-10256,TNMC-55517,1998,Active,2028-12-31,2024-01-29,Senior,Midwest,Central,65,,Northwestern University Feinberg School of Medicine,1998,02-01-2028,MO
PRV_066,Meghan Ho,1.0,confirmed,"30127 JENNIFER STREET WEST CHRISTOPHER, ME 95623",0.93,confirmed,163-408-8069x96504,0.62,suspect,orthopedics,1.0,confirmed,19105736915,0.95,confirmed,0.9,ME,30127,30127 JENNIFER STREET WEST CHRISTOPHER,,False,False,Surgical,17,MBBS,MCI-90438,TNMC-19128,2008,Active,2028-12-31,2024-02-08,Senior,Northeast,Eastern,65,,Johns Hopkins University School of Medicine,2008,08-24-2028,ME
PRV_067,Erika Cooper,1.0,confirmed,"70898 STANLEY HIGHWAY PAULLAND, ND 65936",1.0,confirmed,430.445.4729x3801,0.6,suspect,orthopedics,1.0,confirmed,12686260271,0.95,confirmed,0.91,ND,70898,70898 STANLEY HIGHWAY PAULLAND,,False,False,Surgical,18,MBBS,MCI-95179,TNMC-26602,2006,Active,2026-12-31,2024-01-25,Senior,Midwest,Central,65,,"University of California, San Francisco School of Medicine",2007,07-28-2028,ND
PRV_068,Brent Phillips,1.0,confirmed,"670 Cantu Villages Apt. 323 Lake Jeffreyview, FL 39995",0.75,updated,(951)222-3697,0.64,suspect,emergency,1.0,confirmed,18184485310,0.95,confirmed,0.868,FL,39995,670 Cantu Villages Apt. 323 Lake Jeffreyview,+19512223697,False,False,Specialized,18,MBBS,MCI-95291,TNMC-94028,2007,Active,2027-12-31,2025-06-26,Senior,South,Eastern,75,,"University of California, San Francisco School of Medicine",2007,01-30-2026,FL
PRV_069,Gary Vazquez,1.0,confirmed,Unit 1684 Box 6273 DPO AA 05403,0.76,updated,9571943619,0.655,suspect,neurology,1.0,confirmed,19440101466,0.95,confirmed,0.873,,05403,,+19571943619,False,False,Surgical,32,MBBS,MCI-46190,TNMC-12345,1991,Active,2026-12-31,2025-02-08,Senior,Unknown,Unknown,52,,Unknown,1993,11-28-2027,Unknown
PRV_070,Joanna Swanson,1.0,confirmed,USCGC MURRAY FPO AE 02716,0.93,confirmed,201-414-6659x71196,0.7,updated,dermatology,1.0,confirmed,17063386865,0.95,confirmed,0.916,,02716,,,False,False,Specialized,28,MBBS,MCI-76090,TNMC-12345,1997,Inactive,2027-12-31,2024-02-28,Senior,Unknown,Unknown,42,,Duke University School of Medicine,1997,07-20-2028,Unknown
PRV_071,Carlos Johnson,1.0,confirmed,"1320 MELISSA GROVES SUITE 406 SMITHFURT, ND 25772",0.89,updated,+18511306874,0.8200000000000001,updated,pediatrics,1.0,confirmed,12749873370,0.95,confirmed,0.932,ND,25772,1320 MELISSA GROVES SUITE 406 SMITHFURT,+18511306874,False,False,Primary Care,16,MBBS,MCI-73995,TNMC-53731,2008,Active,2028-12-31,2024-02-17,Senior,Midwest,Central,75,,University of Michigan Medical School,2009,08-11-2027,ND
PRV_072,Rhonda Smith,1.0,confirmed,"6534 SARAH VALLEY SUITE 350 DARLENESIDE, CO 69246",0.89,updated,001-823-394-7001x03935,0.725,updated,pediatrics,1.0,confirmed,14623272663,0.95,confirmed,0.913,CO,69246,6534 SARAH VALLEY SUITE 350 DARLENESIDE,,False,False,Primary Care,28,MBBS,MCI-70012,TNMC-12060,1994,Active,2029-12-31,2025-03-23,Senior,West,Mountain,65,,Duke University School of Medicine,1997,11-19-2027,CO
PRV_073,Michelle Brooks,1.0,confirmed,"5202 SHERRY VIEWS APT. 007 WEST HALEYPORT, HI 82183",0.91,confirmed,001-884-897-0145x6235,0.72,updated,emergency,1.0,confirmed,15550990659,0.3,suspect,0.786,HI,82183,5202 SHERRY VIEWS APT. 007 WEST HALEYPORT,,False,False,Specialized,11,MBBS,MCI-71646,TNMC-90068,2013,Active,2028-12-31,2025-08-23,Mid,West,Pacific,65,,"University of California, Los Angeles David Geffen School of Medicine",2014,09-11-2027,HI
PRV_074,Linda Morrison,1.0,confirmed,"6253 Smith Gardens Suite 281 Port Jenniferchester, OR 53172",0.76,updated,(445)306-3717x354,0.615,suspect,emergency,1.0,confirmed,16245795714,0.95,confirmed,0.865,OR,53172,6253 Smith Gardens Suite 281 Port Jenniferchester,,False,False,Specialized,11,MBBS,MCI-53319,OMMC-90988,2011,Active,2026-12-31,2024-10-03,Mid,West,Pacific,65,,University of Colorado School of Medicine,2014,02-14-2026,OR
PRV_075,Abigail Nash,1.0,confirmed,"0018 WANG AVENUE APT. 989 TRAVISBOROUGH, IA 67070",0.9,confirmed,512.613.6101x167,0.665,suspect,oncology,1.0,confirmed,13636248983,0.95,confirmed,0.903,IA,67070,0018 WANG AVENUE APT. 989 TRAVISBOROUGH,,False,False,Specialized,11,MBBS,MCI-74747,TNMC-84102,2012,Active,2027-12-31,2024-10-26,Mid,Midwest,Central,65,,Stanford University School of Medicine,2014,02-11-2028,IA
PRV_076,Brandon Osborne,1.0,confirmed,"56449 ANDREW VALLEY APT. 728 LEVISHIRE, MO 68192",0.92,confirmed,(904)335-4786,0.625,suspect,dermatology,1.0,confirmed,18784664414,0.3,suspect,0.769,MO,56449,56449 ANDREW VALLEY APT. 728 LEVISHIRE,+19043354786,False,False,Specialized,29,MBBS,MCI-85891,TNMC-68609,1996,Active,2026-12-31,2024-09-10,Senior,Midwest,Central,75,,Duke University School of Medicine,1996,06-01-2028,MO
PRV_077,Carolyn Hudson,1.0,confirmed,"95640 DANIEL WELL PORT RICHARD, RI 17350",0.98,confirmed,+16398936992,0.855,updated,dermatology,1.0,confirmed,19768978377,0.3,suspect,0.827,RI,95640,95640 DANIEL WELL PORT RICHARD,+16398936992,False,False,Specialized,12,MBBS,MCI-31776,TNMC-58438,2013,Suspended,2028-12-31,2024-09-17,Mid,Northeast,Eastern,75,,University of Washington School of Medicine,2013,08-15-2027,RI
PRV_078,Ryan Serrano,1.0,confirmed,"047 Kerri Circle West Paul, UT 88172",0.76,updated,987.395.1770x800,0.7050000000000001,updated,neurology,1.0,confirmed,19634051089,0.95,confirmed,0.883,UT,88172,047 Kerri Circle West Paul,,False,False,Surgical,22,MBBS,MCI-27604,TNMC-99266,2003,Active,2028-12-31,2024-06-22,Senior,West,Mountain,65,,Harvard Medical School,2003,02-09-2026,UT
PRV_079,Matthew Horne,1.0,confirmed,"3510 CHARLES TRACK EAST BRANDONFURT, WA 32093",0.93,confirmed,(255)041-0781,0.645,suspect,neurology,1.0,confirmed,15869307106,0.95,confirmed,0.905,WA,32093,3510 CHARLES TRACK EAST BRANDONFURT,+12550410781,False,False,Surgical,32,MBBS,MCI-77226,TNMC-28618,1993,Active,2028-12-31,2024-10-24,Senior,West,Pacific,75,,Stanford University School of Medicine,1993,03-06-2028,WA
PRV_080,Vanessa Graham,1.0,confirmed,"50773 GARY CENTER APT. 524 EAST DENISEBURY, WY 08046",0.99,confirmed,515-015-9796,0.64,suspect,orthopedics,1.0,confirmed,14130548527,0.95,confirmed,0.916,WY,50773,50773 GARY CENTER APT. 524 EAST DENISEBURY,+15150159796,False,False,Surgical,32,MBBS,MCI-55765,TNMC-18977,1991,Active,2026-12-31,2025-04-03,Senior,West,Mountain,75,,Duke University School of Medicine,1993,02-18-2026,WY
PRV_081,James Delgado,1.0,confirmed,"PSC 2752, BOX 3432 APO AA 29238",0.82,updated,+14447976746,0.8049999999999999,updated,orthopedics,1.0,confirmed,19988640258,0.95,confirmed,0.915,,29238,PSC 2752,+14447976746,False,False,Surgical,30,MBBS,MCI-29747,TNMC-12345,1993,Active,2028-12-31,2025-03-25,Senior,Unknown,Unknown,58,,Duke University School of Medicine,1995,02-14-2028,Unknown
PRV_082,Jennifer Gilmore,1.0,confirmed,"313 JEFF CROSSROAD SARATON, DC 46245",0.8,updated,118.139.1685x753,0.64,suspect,pediatrics,1.0,confirmed,14203073312,0.95,confirmed,0.8779999999999999,DC,46245,313 JEFF CROSSROAD SARATON,,False,False,Primary Care,19,MBBS,MCI-64029,TNMC-74280,2003,Active,2028-12-31,2024-09-21,Senior,Unknown,Unknown,55,,Unknown,2006,03-27-2028,Unknown
PRV_083,Tonya Rivera,1.0,confirmed,"78124 ANDREW REST APT. 726 PORT TERESAMOUTH, IL 05186",0.95,confirmed,206.191.8114x3271,0.61,suspect,neurology,1.0,confirmed,19560545756,0.95,confirmed,0.902,IL,78124,78124 ANDREW REST APT. 726 PORT TERESAMOUTH,,False,False,Surgical,14,MBBS,MCI-28268,TNMC-50158,2008,Active,2028-12-31,2025-06-23,Mid,Midwest,Central,65,,University of Colorado School of Medicine,2011,10-10-2025,IL
PRV_084,Eric Villanueva,1.0,confirmed,"6957 HARVEY LOCKS APT. 349 ALISHAMOUTH, WY 21550",0.82,updated,675-900-1433x0001,0.65,suspect,neurology,1.0,confirmed,12265949871,0.3,suspect,0.754,WY,21550,6957 HARVEY LOCKS APT. 349 ALISHAMOUTH,,False,False,Surgical,32,MBBS,MCI-86085,TNMC-20690,1990,Active,2030-12-31,2025-05-19,Senior,West,Mountain,65,,Duke University School of Medicine,1993,07-14-2027,WY
PRV_085,Mike Mason,1.0,confirmed,"95597 JACKSON GLEN APT. 997 JOSEPHBOROUGH, PA 75069",0.93,confirmed,157.238.0507x5322,0.6799999999999999,suspect,pediatrics,1.0,confirmed,14892429078,0.95,confirmed,0.912,PA,95597,95597 JACKSON GLEN APT. 997 JOSEPHBOROUGH,,False,False,Primary Care,21,MBBS,MCI-63012,TNMC-29653,2004,Active,2029-12-31,2024-03-08,Senior,Northeast,Eastern,65,,Stanford University School of Medicine,2004,02-20-2026,PA
PRV_086,Jordan Mullins,1.0,confirmed,"PSC 7264, BOX 1562 APO AP 12314",0.91,confirmed,+17592241619,0.885,updated,neurology,1.0,confirmed,18420196173,0.95,confirmed,0.949,,12314,PSC 7264,+17592241619,False,False,Surgical,19,MBBS,MCI-67865,TNMC-12345,2005,Active,2030-12-31,2024-02-28,Senior,Unknown,Unknown,58,,University of Texas Southwestern Medical Center,2006,02-22-2026,Unknown
PRV_087,Maria Clay,1.0,confirmed,"74982 Stein Mills Suite 820 Gomezberg, AL 43315",0.79,updated,(438)879-4086,0.625,suspect,cardiology,1.0,confirmed,13431764004,0.95,confirmed,0.873,AL,74982,74982 Stein Mills Suite 820 Gomezberg,+14388794086,False,False,Surgical,27,MBBS,MCI-16575,TNMC-97469,1998,Active,2028-12-31,2024-02-23,Senior,South,Eastern,75,,Duke University School of Medicine,1998,08-13-2027,AL
PRV_088,James White,1.0,confirmed,"940 YVONNE RUN EAST KIMMOUTH, NH 61121",0.87,updated,+10664218607,0.825,updated,orthopedics,1.0,confirmed,18768061043,0.95,confirmed,0.929,NH,61121,940 YVONNE RUN EAST KIMMOUTH,+10664218607,False,False,Surgical,19,MBBS,MCI-67884,TNMC-45777,2004,Active,2029-12-31,2024-08-16,Senior,Northeast,Eastern,75,,Unknown,2006,10-11-2028,NH
PRV_089,George Waller,1.0,confirmed,"4919 KATHY ISLE GARCIATOWN, NY 39998",0.81,updated,599-583-0041,0.71,updated,dermatology,1.0,confirmed,11424975490,0.95,confirmed,0.8939999999999999,NY,39998,4919 KATHY ISLE GARCIATOWN,+15995830041,False,False,Specialized,23,MBBS,MCI-34445,TNMC-42237,2001,Active,2026-12-31,2024-07-19,Senior,Northeast,Eastern,75,,Harvard Medical School,2002,02-04-2026,NY
PRV_090,Roger Bush,1.0,confirmed,"2904 BENJAMIN CROSSING SUITE 929 ERICTON, RI 43979",0.8,updated,049.740.8272,0.61,suspect,oncology,1.0,confirmed,19356892009,0.95,confirmed,0.8720000000000001,RI,43979,2904 BENJAMIN CROSSING SUITE 929 ERICTON,+10497408272,False,False,Specialized,28,MBBS,MCI-85778,TNMC-85684,1997,Active,2027-12-31,2024-10-06,Senior,Northeast,Eastern,75,,Harvard Medical School,1997,06-22-2028,RI
PRV_091,Madison Wheeler,1.0,confirmed,"9581 Doyle Vista Suite 483 North Travis, NH 31849",0.79,updated,5395664068,0.71,updated,orthopedics,1.0,confirmed,18397604270,0.95,confirmed,0.89,NH,31849,9581 Doyle Vista Suite 483 North Travis,+15395664068,False,False,Surgical,25,MBBS,MCI-50439,TNMC-86692,1999,Active,2029-12-31,2024-08-01,Senior,Northeast,Eastern,75,,Stanford University School of Medicine,2000,09-10-2027,NH
PRV_092,Timothy Stout,1.0,confirmed,"399 SCOTT ESTATE SUITE 761 ONEILLBERG, NY 39897",0.97,confirmed,+10081183725,0.905,confirmed,emergency,1.0,confirmed,19900082461,0.3,suspect,0.835,NY,39897,399 SCOTT ESTATE SUITE 761 ONEILLBERG,+10081183725,False,False,Specialized,20,MBBS,MCI-57665,TNMC-86802,2005,Suspended,2030-12-31,2024-11-01,Senior,Northeast,Eastern,75,,Harvard Medical School,2005,05-29-2025,NY
PRV_093,Chelsea Silva,1.0,confirmed,USNS BRADLEY FPO AP 70060,0.94,confirmed,001-839-728-7609x64856,0.7,updated,pediatrics,1.0,confirmed,19171306144,0.95,confirmed,0.918,,70060,,,False,False,Primary Care,22,MBBS,MCI-11763,TNMC-12345,2002,Active,2027-12-31,2024-01-20,Senior,Unknown,Unknown,42,,Unknown,2003,08-07-2028,Unknown
PRV_094,Jennifer Wang,1.0,confirmed,"49379 MASON HIGHWAY LAKE TARA, VA 34250",0.9,confirmed,+18532452070,0.915,confirmed,orthopedics,1.0,confirmed,12547524498,0.3,suspect,0.8230000000000001,VA,49379,49379 MASON HIGHWAY LAKE TARA,+18532452070,False,False,Surgical,22,MBBS,MCI-96969,TNMC-13708,2001,Active,2026-12-31,2025-03-03,Senior,South,Eastern,75,,Stanford University School of Medicine,2003,05-09-2025,VA
PRV_095,Debra Kelly,1.0,confirmed,"620 GRAY PARKWAYS WALTERSFORT, ID 33290",0.8,updated,(136)510-0171x2413,0.7050000000000001,updated,neurology,1.0,confirmed,13876671365,0.95,confirmed,0.891,ID,33290,620 GRAY PARKWAYS WALTERSFORT,,False,False,Surgical,25,MBBS,MCI-30403,TNMC-62678,1999,Active,2029-12-31,2025-11-15,Senior,West,Mountain,65,,Stanford University School of Medicine,2000,03-03-2026,ID
PRV_096,Aimee Perez,1.0,confirmed,"6584 JULIE PLAINS SUITE 366 RYANPORT, WA 79764",0.97,confirmed,+10899834882,0.8049999999999999,updated,orthopedics,1.0,confirmed,19993738754,0.95,confirmed,0.945,WA,79764,6584 JULIE PLAINS SUITE 366 RYANPORT,+10899834882,False,False,Surgical,32,MBBS,MCI-48545,TNMC-61248,1992,Active,2027-12-31,2025-01-23,Senior,West,Pacific,75,,Stanford University School of Medicine,1993,04-09-2025,WA
PRV_097,Kathleen Cantrell,1.0,confirmed,"2492 RAMIREZ PLAINS NORTH ANDREWVIEW, OH 41912",0.89,updated,040.636.7162,0.635,suspect,emergency,1.0,confirmed,19043964856,0.95,confirmed,0.8949999999999999,OH,41912,2492 RAMIREZ PLAINS NORTH ANDREWVIEW,+10406367162,False,False,Specialized,14,MBBS,MCI-49525,TNMC-84042,2010,Active,2030-12-31,2024-09-07,Mid,Midwest,Central,75,,"University of California, Los Angeles David Geffen School of Medicine",2011,12-18-2027,OH
PRV_098,Dominic Davis,1.0,confirmed,"0969 Harris Port Suite 386 Jacksonchester, DE 83224",0.76,updated,286.703.1820x44133,0.65,suspect,oncology,1.0,confirmed,19179875372,0.95,confirmed,0.8720000000000001,DE,83224,0969 Harris Port Suite 386 Jacksonchester,,False,False,Specialized,35,MBBS,MCI-42303,TNMC-65040,1988,Active,2028-12-31,2024-09-26,Senior,South,Eastern,65,,Stanford University School of Medicine,1990,03-02-2026,DE
PRV_099,Tina Elliott,1.0,confirmed,"481 STONE MEADOW SUITE 478 WILLIAMSIDE, MI 12867",0.95,confirmed,(151)504-9656,0.635,suspect,cardiology,1.0,confirmed,19596267019,0.3,suspect,0.7769999999999999,MI,12867,481 STONE MEADOW SUITE 478 WILLIAMSIDE,+11515049656,False,False,Surgical,18,MBBS,MCI-47165,TNMC-17121,2006,Active,2026-12-31,2024-02-28,Senior,Midwest,Central,75,,University of Michigan Medical School,2007,06-20-2027,MI
PRV_100,Steven Frederick,1.0,confirmed,"9863 JENNIFER CANYON RYANTOWN, LA 79041",0.91,confirmed,808-625-9190x77792,0.685,suspect,cardiology,1.0,confirmed,14504068059,0.3,suspect,0.779,LA,79041,9863 JENNIFER CANYON RYANTOWN,,False,False,Surgical,25,MBBS,MCI-87143,TNMC-76129,1998,Active,2028-12-31,2025-05-18,Senior,South,Central,65,,Stanford University School of Medicine,2000,10-23-2027,LA
PRV_101,Thomas Williams,1.0,confirmed,"600 Matthew Landing Samueltown, MA 16518",0.76,updated,996.529.5821x907,0.6799999999999999,suspect,orthopedics,1.0,confirmed,11498497791,0.95,confirmed,0.8779999999999999,MA,16518,600 Matthew Landing Samueltown,,False,False,Surgical,30,MS,MCI-71944,TNMC-50861,1995,Active,2030-12-31,2025-11-04,Senior,Northeast,Eastern,65,,Harvard Medical School,1995,02-16-2026,MA
PRV_102,Samuel Cox,1.0,confirmed,"003 HORN ESTATE NORTH JEFFBOROUGH, KY 61954",0.92,confirmed,+10231058982,0.91,confirmed,emergency,1.0,confirmed,15236480352,0.95,confirmed,0.956,KY,61954,003 HORN ESTATE NORTH JEFFBOROUGH,+10231058982,False,False,Specialized,18,MBBS,MCI-37370,TNMC-97654,2007,Inactive,2027-12-31,2025-07-03,Senior,South,Eastern,75,,University of Colorado School of Medicine,2007,05-08-2027,KY
PRV_103,Damon Manning,1.0,confirmed,"390 JOSEPH ISLAND PORT BARBARATON, WY 12985",0.9,confirmed,126-475-1621x703,0.665,suspect,neurology,1.0,confirmed,14297999467,0.95,confirmed,0.903,WY,12985,390 JOSEPH ISLAND PORT BARBARATON,,False,False,Surgical,35,MBBS,MCI-81164,TNMC-15925,1987,Active,2027-12-31,2025-03-26,Senior,West,Mountain,65,,Stanford University School of Medicine,1990,05-27-2027,WY
PRV_104,Peter Ramirez,1.0,confirmed,"17471 LEE SHORES PORT JOSHUA, IL 83434",0.96,confirmed,5037313997,0.655,suspect,cardiology,1.0,confirmed,19441904279,0.95,confirmed,0.913,IL,17471,17471 LEE SHORES PORT JOSHUA,+15037313997,False,False,Surgical,31,MBBS,MCI-93711,TNMC-23246,1991,Active,2026-12-31,2024-05-11,Senior,Midwest,Central,75,,Stanford University School of Medicine,1994,03-05-2026,IL
PRV_105,Kristen Duke,1.0,confirmed,"07598 MARSHALL ROAD SOUTH REBECCA, KY 38609",0.89,updated,282-178-4166x61558,0.6599999999999999,suspect,emergency,1.0,confirmed,17820089707,0.95,confirmed,0.9,KY,07598,07598 MARSHALL ROAD SOUTH REBECCA,,False,False,Specialized,34,MBBS,MCI-91768,TNMC-64707,1991,Active,2026-12-31,2024-12-18,Senior,South,Eastern,65,,Stanford University School of Medicine,1991,02-09-2026,KY
PRV_106,Joseph Burgess,1.0,confirmed,"17945 Green Well Suite 565 Fowlerstad, OR 02552",0.78,updated,001-650-685-2138,0.71,updated,oncology,1.0,confirmed,11524729150,0.95,confirmed,0.8879999999999999,OR,17945,17945 Green Well Suite 565 Fowlerstad,,False,False,Specialized,21,MBBS,MCI-43167,OMMC-48277,2001,Active,2026-12-31,2024-06-07,Senior,West,Pacific,65,,Stanford University School of Medicine,2004,11-14-2027,OR
PRV_107,Rachel Cooper,1.0,confirmed,"931 BAKER RAMP APT. 766 EAST SETH, KY 90817",0.83,updated,001-422-127-0001x18311,0.725,updated,neurology,1.0,confirmed,11884261102,0.95,confirmed,0.901,KY,90817,931 BAKER RAMP APT. 766 EAST SETH,,False,False,Surgical,12,MBBS,MCI-74354,TNMC-65748,2011,Active,2026-12-31,2024-03-04,Mid,South,Eastern,65,,Unknown,2013,12-07-2026,KY
PRV_108,Kara Washington,1.0,confirmed,"254 TURNER SUMMIT KATHLEENBERG, MO 46756",0.83,updated,+12265323581,0.92,confirmed,pediatrics,1.0,confirmed,13817105621,0.95,confirmed,0.94,MO,46756,254 TURNER SUMMIT KATHLEENBERG,+12265323581,False,False,Primary Care,27,MBBS,MCI-51597,TNMC-98418,1996,Active,2026-12-31,2025-11-27,Senior,Midwest,Central,75,,Northwestern University Feinberg School of Medicine,1998,11-18-2027,MO
PRV_109,James Shaw,1.0,confirmed,"00615 SCHMIDT MEADOWS SUITE 326 LAKE MATTHEWSTAD, SC 73433",0.81,updated,088-284-5793,0.62,suspect,dermatology,1.0,confirmed,18377442906,0.95,confirmed,0.876,SC,00615,00615 SCHMIDT MEADOWS SUITE 326 LAKE MATTHEWSTAD,+10882845793,False,False,Specialized,14,MBBS,MCI-58691,TNMC-39592,2008,Active,2028-12-31,2025-03-29,Mid,South,Eastern,75,,Tufts University School of Medicine,2011,07-08-2028,SC
PRV_110,Courtney Dixon,1.0,confirmed,"402 Moody Mill Amberchester, NY 73103",0.78,updated,242-191-4921x0347,0.63,suspect,oncology,1.0,confirmed,19386281442,0.95,confirmed,0.8720000000000001,NY,73103,402 Moody Mill Amberchester,,False,False,Specialized,19,MBBS,MCI-36474,TNMC-64998,2005,Active,2030-12-31,2025-01-10,Senior,Northeast,Eastern,65,,Johns Hopkins University School of Medicine,2006,01-05-2027,NY
PRV_111,Traci Richards,1.0,confirmed,"665 JARED LODGE SUITE 336 EAST STACEY, MN 47426",0.83,updated,483-991-1856x6055,0.65,suspect,pediatrics,1.0,confirmed,17409618518,0.95,confirmed,0.8859999999999999,MN,47426,665 JARED LODGE SUITE 336 EAST STACEY,,False,False,Primary Care,19,MBBS,MCI-73514,TNMC-62119,2005,Active,2030-12-31,2024-10-04,Senior,Midwest,Central,65,,Washington University in St. Louis School of Medicine,2006,10-17-2028,MN
PRV_112,Kimberly Stokes,1.0,confirmed,"94008 CINDY SPRINGS SUITE 617 EAST CHRISTINABOROUGH, WA 08547",0.94,confirmed,867-214-9282x173,0.645,suspect,oncology,1.0,confirmed,18075185816,0.3,suspect,0.7769999999999999,WA,94008,94008 CINDY SPRINGS SUITE 617 EAST CHRISTINABOROUGH,,False,False,Specialized,33,MBBS,MCI-83262,TNMC-16558,1991,Active,2026-12-31,2025-06-25,Senior,West,Pacific,65,,Stanford University School of Medicine,1992,07-15-2027,WA
PRV_113,Michael Webb,1.0,confirmed,"3383 ANDREW CIRCLES NEW BRYANBURGH, DE 99317",0.96,confirmed,678-524-5284x981,0.615,suspect,orthopedics,1.0,confirmed,18326430489,0.95,confirmed,0.905,DE,99317,3383 ANDREW CIRCLES NEW BRYANBURGH,,False,False,Surgical,13,MBBS,MCI-29914,TNMC-56979,2009,Active,2029-12-31,2025-11-14,Mid,South,Eastern,65,,Unknown,2012,01-12-2026,DE
PRV_114,Mary Turner,1.0,confirmed,"557 JOY MILL APT. 939 LEEVIEW, NH 51869",0.96,confirmed,849.389.2668,0.72,updated,cardiology,1.0,confirmed,14239604626,0.95,confirmed,0.926,NH,51869,557 JOY MILL APT. 939 LEEVIEW,+18493892668,False,False,Surgical,11,MBBS,MCI-32036,TNMC-69451,2013,Active,2028-12-31,2025-10-02,Mid,Northeast,Eastern,75,,Washington University in St. Louis School of Medicine,2014,09-03-2027,NH
PRV_115,Elizabeth Marquez,1.0,confirmed,"47557 LOGAN CAUSEWAY APT. 728 LAKE ELIZABETH, NY 70391",0.82,updated,+14920905391,0.88,updated,dermatology,1.0,confirmed,18356301190,0.3,suspect,0.8,NY,47557,47557 LOGAN CAUSEWAY APT. 728 LAKE ELIZABETH,+14920905391,False,False,Specialized,33,MBBS,MCI-80092,TNMC-11083,1992,Active,2027-12-31,2025-02-27,Senior,Northeast,Eastern,75,,Stanford University School of Medicine,1992,01-17-2026,NY
