provider_id,name,name_conf,name_tag,address,address_conf,address_tag,phone,phone_conf,phone_tag,specialty,specialty_conf,specialty_tag,npi,npi_conf,npi_tag,provider_confidence
PRV_123,Krista Wood,1.0,confirmed,"9352 JACKSON POINT APT. 976 WEST ANTHONYSTAD, NM 42164",0.94,confirmed,(149)258-8123x936,0.665,suspect,emergency,1.0,confirmed,19612150753,0.95,confirmed,0.9109999999999999
PRV_124,Mallory Massey,1.0,confirmed,UNIT 9811 BOX 3035 DPO AP 88767,0.86,updated,001-089-571-2161x9617,0.605,suspect,pediatrics,1.0,confirmed,17944380110,0.95,confirmed,0.883
PRV_125,Samantha Brennan,1.0,confirmed,"6391 MATTHEW FOREST NANCYSTAD, AR 43850",0.99,confirmed,(758)280-4618x3576,0.725,updated,orthopedics,1.0,confirmed,18975354875,0.95,confirmed,0.933
PRV_126,Jesse Booth,1.0,confirmed,"4704 Williams Street East Stephanie, NC 44814",0.78,updated,502-981-0618,0.62,suspect,emergency,1.0,confirmed,16664397388,0.95,confirmed,0.8699999999999999
PRV_127,Cynthia Campbell,1.0,confirmed,"0551 Kirby Bypass Beanside, WA 09371",0.78,updated,251.021.6535x69391,0.635,suspect,orthopedics,1.0,confirmed,17937286590,0.95,confirmed,0.873
PRV_128,Linda Clark,1.0,confirmed,UNIT 3362 BOX 3381 DPO AA 93685,0.87,updated,(851)211-2039x20540,0.7,updated,pediatrics,1.0,confirmed,15213342312,0.95,confirmed,0.9039999999999999
PRV_129,Barbara Cunningham,1.0,confirmed,"4100 REEVES CIRCLE CRYSTALVILLE, PA 58625",0.92,confirmed,552.871.8774x4773,0.7150000000000001,updated,pediatrics,1.0,confirmed,11260566369,0.95,confirmed,0.917
PRV_130,Alicia Roman,1.0,confirmed,"71457 HEBERT ORCHARD CAROLSHIRE, AZ 73479",0.91,confirmed,204-344-7931x21916,0.6950000000000001,suspect,cardiology,1.0,confirmed,11777201699,0.95,confirmed,0.9109999999999999
PRV_131,Sheila Price,1.0,confirmed,"7679 HENDERSON TURNPIKE LAKE SHARIMOUTH, OK 81738",0.9,confirmed,540.608.2671x04370,0.71,updated,cardiology,1.0,confirmed,12738755637,0.3,suspect,0.782
PRV_132,Zachary Cruz,1.0,confirmed,"431 ESPINOZA RAPIDS EAST JULIEPORT, OR 35035",0.84,updated,+17600203346,0.8200000000000001,updated,cardiology,1.0,confirmed,14124937480,0.95,confirmed,0.922
PRV_133,Mr. Carlos Brooks,1.0,confirmed,"24784 ROBERT VALLEY SUITE 166 CORYVILLE, MA 86948",0.95,confirmed,186.844.5436x632,0.6799999999999999,suspect,orthopedics,1.0,confirmed,19076480265,0.95,confirmed,0.916
PRV_134,Seth Silva,1.0,confirmed,"4439 Stevens River West Richardberg, TX 70991",0.78,updated,001-254-640-1571x2688,0.655,suspect,oncology,1.0,confirmed,19339887647,0.95,confirmed,0.877
PRV_135,Lawrence Wilson,1.0,confirmed,"189 KHAN ISLE ANTHONYVILLE, SD 17039",0.89,updated,(838)674-3576,0.635,suspect,dermatology,1.0,confirmed,15468227810,0.95,confirmed,0.8949999999999999
PRV_136,Brooke Hall,1.0,confirmed,"9802 BURGESS SHOAL SUITE 228 KRUEGERMOUTH, ID 84202",0.86,updated,227.463.0182x01446,0.6699999999999999,suspect,orthopedics,1.0,confirmed,15418751759,0.95,confirmed,0.8959999999999999
PRV_137,Juan Mills,1.0,confirmed,"474 LINDSAY HEIGHTS APT. 088 LAURAVILLE, VA 59682",0.86,updated,001-153-627-2370x3416,0.6799999999999999,suspect,neurology,1.0,confirmed,14270241579,0.95,confirmed,0.898
PRV_138,Sierra Kemp,1.0,confirmed,"6457 MCGUIRE FREEWAY COOPERVIEW, NE 67361",0.91,confirmed,434-527-2825x588,0.6,suspect,oncology,1.0,confirmed,12441791702,0.95,confirmed,0.892
PRV_139,Christopher Trujillo,1.0,confirmed,"16739 STEVEN CIRCLES EAST YOLANDATON, IA 88635",0.97,confirmed,452-214-8742x38072,0.615,suspect,pediatrics,1.0,confirmed,16522236652,0.95,confirmed,0.907
PRV_140,Julie Fernandez,1.0,confirmed,"0593 Catherine Fork Apt. 446 New Deborahville, VT 95704",0.77,updated,+17611191474,0.845,updated,neurology,1.0,confirmed,11650805453,0.95,confirmed,0.9129999999999999
PRV_141,Micheal Harrington,1.0,confirmed,"411 TOWNSEND UNIONS WEST KARENTON, DE 67751",0.81,updated,937.683.2280,0.6799999999999999,suspect,dermatology,1.0,confirmed,19413113994,0.95,confirmed,0.8879999999999999
PRV_142,Luis Henry,1.0,confirmed,"403 NICHOLSON PLACE LAKE CHRISTINETOWN, MI 86608",0.82,updated,625.733.0370x68312,0.62,suspect,pediatrics,1.0,confirmed,17871954994,0.95,confirmed,0.8779999999999999
PRV_143,Joseph Holmes,1.0,confirmed,"99451 JOEL HILLS NUNEZSTAD, ND 20074",0.9,confirmed,(894)394-2935x63155,0.63,suspect,neurology,1.0,confirmed,15929163648,0.95,confirmed,0.8960000000000001
PRV_144,John Rogers,1.0,confirmed,"3280 STEPHEN LOCKS LAKE JOSHUA, MT 20257",0.87,updated,030-197-9135x750,0.635,suspect,dermatology,1.0,confirmed,17440485462,0.95,confirmed,0.891
PRV_145,Andrew Smith,1.0,confirmed,"319 Torres Ferry Medinaland, AZ 58293",0.79,updated,+12640333810,0.8300000000000001,updated,pediatrics,1.0,confirmed,19335689439,0.95,confirmed,0.914
PRV_146,Nathan Mays,1.0,confirmed,"4291 JENNIFER ISLAND APT. 481 WILLIAMSTOWN, NM 26538",0.94,confirmed,814-481-5228x196,0.63,suspect,dermatology,1.0,confirmed,13553977534,0.95,confirmed,0.9039999999999999
PRV_147,Cindy Schwartz,1.0,confirmed,"1488 ARELLANO HEIGHTS APT. 738 LAKE THOMASBOROUGH, OK 84308",0.85,updated,159-381-4658,0.69,suspect,orthopedics,1.0,confirmed,17721433681,0.95,confirmed,0.898
PRV_148,Frederick White,1.0,confirmed,"247 AMANDA CREST WEST JAMES, HI 56381",0.85,updated,(768)913-0552,0.72,updated,dermatology,1.0,confirmed,14429943418,0.3,suspect,0.774
PRV_149,Joseph Anderson,1.0,confirmed,"PSC 0253, BOX 8423 APO AA 25268",0.88,updated,183-362-7971x14206,0.62,suspect,neurology,1.0,confirmed,19902202867,0.3,suspect,0.76
PRV_150,Thomas Fox,1.0,confirmed,"6160 THERESA MOUNTAIN CHAVEZVILLE, NY 70628",0.86,updated,001-957-919-7199x3558,0.615,suspect,neurology,1.0,confirmed,12737067390,0.95,confirmed,0.885
PRV_151,Amy Ellison,1.0,confirmed,"141 MONICA MEADOW LAKE ANTHONY, NJ 67749",0.94,confirmed,(586)218-4789,0.725,updated,cardiology,1.0,confirmed,16509081556,0.95,confirmed,0.923
PRV_152,Amanda Wilson,1.0,confirmed,"0306 BROOKS WALKS SUITE 307 NORTH MICHAEL, MO 01389",0.98,confirmed,910.774.3400,0.7050000000000001,updated,oncology,1.0,confirmed,11013619967,0.95,confirmed,0.9269999999999999
PRV_153,Joshua Henderson,1.0,confirmed,"25918 ANNETTE MOUNTAINS APT. 942 KRISTIFORT, OK 96635",0.89,updated,105.439.7880x22751,0.7,updated,orthopedics,1.0,confirmed,17502807197,0.95,confirmed,0.908
PRV_154,Chelsea Reilly,1.0,confirmed,"68580 GILES PORTS APT. 548 AYALALAND, GA 39039",0.98,confirmed,+10449531018,0.855,updated,oncology,1.0,confirmed,19316419842,0.95,confirmed,0.9570000000000001
PRV_155,Kaitlyn Nguyen,1.0,confirmed,"PSC 2359, BOX 2612 APO AA 44641",0.9,confirmed,044-332-4706x9478,0.6699999999999999,suspect,orthopedics,1.0,confirmed,12225741919,0.95,confirmed,0.9039999999999999
PRV_156,Yolanda Jones,1.0,confirmed,"458 PHILLIP SPUR BRANDONVIEW, MN 77805",0.98,confirmed,001-404-490-6878,0.63,suspect,emergency,1.0,confirmed,15855153859,0.95,confirmed,0.9119999999999999
PRV_157,Daniel Carpenter,1.0,confirmed,"6294 PATRICK DALE CAITLINCHESTER, TX 36535",0.95,confirmed,001-673-479-9156x56361,0.62,suspect,dermatology,1.0,confirmed,13698093465,0.95,confirmed,0.9039999999999999
PRV_158,Emily Mckinney,1.0,confirmed,"9647 SMITH RAPID NEW RICHARD, WA 18974",0.82,updated,481-612-8026x9883,0.65,suspect,neurology,1.0,confirmed,17082285122,0.3,suspect,0.754
PRV_159,Kathleen Warren,1.0,confirmed,"743 ANTHONY ISLANDS SUITE 483 PORT TYLERBOROUGH, IA 71737",0.99,confirmed,001-275-144-9179x516,0.615,suspect,orthopedics,1.0,confirmed,19405345379,0.95,confirmed,0.9109999999999999
PRV_160,Christina Jones,1.0,confirmed,"739 FRITZ PASSAGE SOUTH STEPHANIE, KS 29455",0.91,confirmed,001-949-066-1141x8077,0.7050000000000001,updated,orthopedics,1.0,confirmed,12280470696,0.3,suspect,0.783
PRV_161,Melanie Marshall,1.0,confirmed,"4466 OLSEN CORNERS WEST DALTON, MD 45084",0.84,updated,(839)045-9912,0.65,suspect,cardiology,1.0,confirmed,16842522863,0.95,confirmed,0.8879999999999999
PRV_162,Beth Gentry,1.0,confirmed,"302 ROSE SPUR SUITE 600 SOUTH ANNAHAVEN, MT 59101",0.99,confirmed,387.901.8705x51461,0.62,suspect,cardiology,1.0,confirmed,14457829430,0.95,confirmed,0.9119999999999999
PRV_163,Olivia Ferguson,1.0,confirmed,"2730 TONYA COURT APT. 347 TIFFANYSTAD, ID 29484",0.8,updated,(075)144-5700x057,0.615,suspect,pediatrics,1.0,confirmed,17888747356,0.95,confirmed,0.873
PRV_164,Stacy Cook,1.0,confirmed,"301 MITCHELL VILLAGE EAST JEFFREYVIEW, IN 85814",0.83,updated,9482848369,0.6799999999999999,suspect,cardiology,1.0,confirmed,16339959885,0.95,confirmed,0.892
PRV_165,Jerry Walters,1.0,confirmed,"71210 Samuel Curve Suite 927 Patrickborough, KS 86442",0.78,updated,347-023-5592x98192,0.7150000000000001,updated,cardiology,1.0,confirmed,16587754750,0.95,confirmed,0.889
PRV_166,Erik Smith,1.0,confirmed,USS BROWN FPO AP 49786,0.94,confirmed,681.704.3949,0.645,suspect,dermatology,1.0,confirmed,15257598657,0.3,suspect,0.7769999999999999
PRV_167,Daniel Dunn,1.0,confirmed,"279 JAMIE RUE SUITE 393 EDWARDVILLE, MO 57628",1.0,confirmed,2847633531,0.7150000000000001,updated,oncology,1.0,confirmed,17092423438,0.95,confirmed,0.933
PRV_168,Lisa West,1.0,confirmed,"291 Brittany Crest Amandabury, NY 41622",0.79,updated,312.761.8503,0.6599999999999999,suspect,orthopedics,1.0,confirmed,12257525422,0.95,confirmed,0.8800000000000001
PRV_169,Erica Williams,1.0,confirmed,"6513 CLAUDIA LOOP TURNERFURT, AK 37878",0.9,confirmed,+12978256171,0.915,confirmed,oncology,1.0,confirmed,13252932784,0.95,confirmed,0.953
PRV_170,Jennifer Pittman,1.0,confirmed,"0249 DAVID PIKE DAVISSHIRE, KY 12055",0.87,updated,(623)037-1091x93386,0.6599999999999999,suspect,oncology,1.0,confirmed,18245730964,0.3,suspect,0.766
PRV_171,Victor Kirby,1.0,confirmed,"9936 ALISHA STATION STEVENMOUTH, NY 36999",0.98,confirmed,(762)568-7690x91337,0.7150000000000001,updated,cardiology,1.0,confirmed,12888258055,0.95,confirmed,0.9289999999999999
PRV_172,Erika Chavez,1.0,confirmed,"595 DANIEL RAPIDS SUITE 647 WEST SHEILAVIEW, MS 14405",0.84,updated,792.554.7430x382,0.69,suspect,dermatology,1.0,confirmed,18673311563,0.95,confirmed,0.8959999999999999
PRV_173,Shannon Gonzalez,1.0,confirmed,UNIT 3135 BOX 4826 DPO AA 14587,0.98,confirmed,890-951-8076,0.6599999999999999,suspect,emergency,1.0,confirmed,17131630827,0.95,confirmed,0.9179999999999999
PRV_174,Jeffrey Hale,1.0,confirmed,"90198 JENNIFER MOUNTAIN LAKE MICHAEL, NV 27464",0.98,confirmed,+13976386821,0.8500000000000001,updated,neurology,1.0,confirmed,13980178326,0.95,confirmed,0.9560000000000001
PRV_175,Kristopher Ballard,1.0,confirmed,"7308 MARTINEZ TRAFFICWAY APT. 764 GAYSIDE, FL 88433",0.93,confirmed,9468409447,0.64,suspect,oncology,1.0,confirmed,19399522368,0.3,suspect,0.774
PRV_176,Karina Velasquez,1.0,confirmed,Unit 7854 Box 2426 DPO AP 53991,0.78,updated,523.408.0034x6811,0.62,suspect,emergency,1.0,confirmed,12589134028,0.95,confirmed,0.8699999999999999
PRV_177,Steven Valentine,1.0,confirmed,"50929 ANDREA FERRY CONLEYCHESTER, LA 40136",0.8,updated,743-852-1230,0.6599999999999999,suspect,emergency,1.0,confirmed,16465456563,0.95,confirmed,0.882
PRV_178,Brittany Cooper,1.0,confirmed,USNV JOHNSON FPO AP 33362,0.8,updated,001-891-314-5697x62250,0.605,suspect,oncology,1.0,confirmed,13104208733,0.95,confirmed,0.8710000000000001
PRV_179,Heidi King,1.0,confirmed,"72613 MITCHELL ROW SUITE 546 EAST KATELYN, CA 72173",1.0,confirmed,+12847966182,0.845,updated,orthopedics,1.0,confirmed,11100239465,0.95,confirmed,0.959
PRV_180,Michael Harrison,1.0,confirmed,"3926 JEFFREY PASSAGE LAKE MICHEAL, NE 06578",0.95,confirmed,001-009-332-3265x515,0.7050000000000001,updated,emergency,1.0,confirmed,17719414734,0.95,confirmed,0.921
PRV_181,Linda Blankenship,1.0,confirmed,"388 STEVEN JUNCTION DONALDLAND, AZ 33116",0.8,updated,001-685-263-7329x52732,0.69,suspect,pediatrics,1.0,confirmed,14378598236,0.95,confirmed,0.8879999999999999
PRV_182,Charles Murphy,1.0,confirmed,"40533 ROWLAND CROSSING PORT CHRISTINESHIRE, GA 73928",0.91,confirmed,001-923-614-7192x278,0.615,suspect,emergency,1.0,confirmed,12821517445,0.95,confirmed,0.8949999999999999
PRV_183,Christian Harrington,1.0,confirmed,UNIT 3948 BOX 1689 DPO AA 07341,0.81,updated,(032)591-1521,0.685,suspect,orthopedics,1.0,confirmed,12860444000,0.95,confirmed,0.889
PRV_184,Elizabeth Foster,1.0,confirmed,"01383 SARAH RIVER SOUTH SHARONMOUTH, CA 99041",0.81,updated,637-059-1369x8964,0.625,suspect,neurology,1.0,confirmed,17213939989,0.3,suspect,0.747
PRV_185,James Miller,1.0,confirmed,"11710 SUSAN FERRY SOUTH KATHY, MO 58967",0.84,updated,797-938-5675x49818,0.6599999999999999,suspect,pediatrics,1.0,confirmed,12833844903,0.95,confirmed,0.89
PRV_186,David James,1.0,confirmed,"PSC 7039, BOX 1450 APO AE 96188",0.82,updated,095-174-1747,0.6950000000000001,suspect,neurology,1.0,confirmed,19736422635,0.95,confirmed,0.893
PRV_187,Brenda Watson,1.0,confirmed,"048 SHELBY HARBOR APT. 861 NEW JOHN, TN 56854",0.86,updated,+11874482096,0.8400000000000001,updated,orthopedics,1.0,confirmed,18570078333,0.95,confirmed,0.93
PRV_188,Austin Chaney,1.0,confirmed,"7433 GAINES UNDERPASS EAST LAURA, SD 81096",0.84,updated,001-772-950-2212x002,0.6799999999999999,suspect,neurology,1.0,confirmed,15153143596,0.3,suspect,0.764
PRV_189,Abigail Espinoza,1.0,confirmed,"6546 LAMB FORD SUITE 181 LAKE MICHAELLAND, ME 47971",0.82,updated,058.809.2932,0.69,suspect,oncology,1.0,confirmed,13073289151,0.95,confirmed,0.892
PRV_190,Jason Keith,1.0,confirmed,"0572 MICHAEL PLAINS DEREKCHESTER, UT 66060",0.98,confirmed,401-549-3143x244,0.62,suspect,emergency,1.0,confirmed,12730378179,0.3,suspect,0.78
PRV_191,Terry Thompson,1.0,confirmed,"9564 RAMOS PLACE JACKSONLAND, MA 62482",0.89,updated,+14381506064,0.815,updated,cardiology,1.0,confirmed,14324047498,0.95,confirmed,0.931
PRV_192,April Ruiz,1.0,confirmed,"4556 DAVID EXTENSIONS APT. 482 PORT CAROLFURT, AR 78677",0.95,confirmed,015.189.6579x55271,0.6950000000000001,suspect,neurology,1.0,confirmed,16784547907,0.95,confirmed,0.9189999999999999
PRV_193,Travis Jordan,1.0,confirmed,"9400 Garza Union Adamfurt, TN 61053",0.77,updated,5889376735,0.685,suspect,neurology,1.0,confirmed,11817151629,0.95,confirmed,0.881
PRV_194,Sherry Green,1.0,confirmed,"769 DELGADO CRESCENT PORT RONALD, NJ 15305",0.85,updated,001-438-530-7880x61228,0.69,suspect,dermatology,1.0,confirmed,18323548917,0.95,confirmed,0.898
PRV_195,Derek Vaughn,1.0,confirmed,UNIT 2302 BOX 5695 DPO AE 66709,0.93,confirmed,001-263-944-5239,0.64,suspect,oncology,1.0,confirmed,13069776966,0.95,confirmed,0.9039999999999999
PRV_196,William Gibson,1.0,confirmed,"7696 BLACK CRESCENT CASEYTOWN, AR 98616",0.81,updated,001-610-148-5611x23809,0.63,suspect,cardiology,1.0,confirmed,14293617158,0.95,confirmed,0.8779999999999999
PRV_197,Kimberly Bennett,1.0,confirmed,"293 KIMBERLY MILLS SMITHFORT, OK 61928",0.82,updated,001-579-064-8206x303,0.725,updated,cardiology,1.0,confirmed,16329672331,0.95,confirmed,0.899
PRV_198,Mercedes Ware,1.0,confirmed,"50827 Le Coves Suite 895 West Walter, ID 30460",0.78,updated,208-305-0513,0.6699999999999999,suspect,oncology,1.0,confirmed,14087194767,0.95,confirmed,0.8800000000000001
PRV_199,Justin Dennis,1.0,confirmed,"6140 ELIZABETH GROVES SUITE 944 LAKE JENNIFERSIDE, OH 61962",0.89,updated,503.594.5733x56175,0.635,suspect,cardiology,1.0,confirmed,12605715690,0.95,confirmed,0.8949999999999999
PRV_200,Angela Holland,1.0,confirmed,"64933 MARK LODGE CAMERONVIEW, VA 56176",0.85,updated,(583)785-0379,0.62,suspect,oncology,1.0,confirmed,19581100912,0.95,confirmed,0.884
